user_id,business_id
---1lKK3aKOuomHnwAkAow,FjyZX8MwtveCowW0TR11dg
---1lKK3aKOuomHnwAkAow,n_rEQNgsCOLNfMzGqFhn1g
---1lKK3aKOuomHnwAkAow,i4l_Qr_zIz6PgyDktkf5dA
---1lKK3aKOuomHnwAkAow,a4MVM9E9022sYFrrYWy9DQ
---1lKK3aKOuomHnwAkAow,i2dnic7VdQ3NyiQQWUXHbA
---1lKK3aKOuomHnwAkAow,e2ApirIzYID9xIye0r_gKQ
---1lKK3aKOuomHnwAkAow,rgnvT2gHHfW_jW1ZbIa_-g
---1lKK3aKOuomHnwAkAow,FvXZcRB8bocNMDvFUnoWhg
---1lKK3aKOuomHnwAkAow,S3kcGHznDcyzsxkOhSZeLg
---1lKK3aKOuomHnwAkAow,44FSoN5Wj2B9vZTTYHlQZQ
---1lKK3aKOuomHnwAkAow,Asy49gKgikq_NkYsC_7c0Q
---1lKK3aKOuomHnwAkAow,LpyndkMvevIQA-JHoReHNw
---1lKK3aKOuomHnwAkAow,MdS6EHt2RZFpn9fQXZc9Ig
---1lKK3aKOuomHnwAkAow,VrKja5O6w0aJs-sFPMTtVw
---1lKK3aKOuomHnwAkAow,RJSFI7mxGnkIIKiJCufLkg
---1lKK3aKOuomHnwAkAow,0sPOBQHlVvuhO1h-1p1ccQ
---1lKK3aKOuomHnwAkAow,j28T6ZuP1mLHe3m36COOpQ
---1lKK3aKOuomHnwAkAow,w5CSi-An5meLnxjKSFn0wQ
---1lKK3aKOuomHnwAkAow,S4NHg4GZD35HzzibJAxXDw
---1lKK3aKOuomHnwAkAow,pJxbs4qsbd9lVYiLLc6Eig
---1lKK3aKOuomHnwAkAow,X1NrsMUbGgi0qEW3TojqfQ
---1lKK3aKOuomHnwAkAow,338D7EQfInzHV8Ve1b0-eQ
---1lKK3aKOuomHnwAkAow,1NZonnS3SpogXaZJigVgqA
---1lKK3aKOuomHnwAkAow,F09jtEb9KEph2L7Pbji5QQ
---1lKK3aKOuomHnwAkAow,dIUHCuiAlzkxfgCEOtky8w
---1lKK3aKOuomHnwAkAow,PRBSiB7ytkLKHVZoBYPxpQ
---1lKK3aKOuomHnwAkAow,JFaTPxWQC14VmFnXLv7W1g
---1lKK3aKOuomHnwAkAow,LVLctMJ018ShlsFkIuYGTg
---1lKK3aKOuomHnwAkAow,Z5kjUEm1A18l864gb3XA8A
---1lKK3aKOuomHnwAkAow,aqCOsEhjCHVqaFPRt8MCRg
---1lKK3aKOuomHnwAkAow,Rl6NhS6S-Vv-HuGlQUVvRQ
---1lKK3aKOuomHnwAkAow,i4SZYnZOM984FpkJXnzcvw
---1lKK3aKOuomHnwAkAow,IZrGUQHkxOxyDmifE6p7bw
---1lKK3aKOuomHnwAkAow,Td5dMlTHHnLHvo8Fg4SL1g
---1lKK3aKOuomHnwAkAow,wL5yGvlL1zXZ4EPJ8d0hIA
---1lKK3aKOuomHnwAkAow,KsWGy-WuTUm5ve5lFUOCfg
---1lKK3aKOuomHnwAkAow,b1WGIdd_oSwGYZtC769Shw
---1lKK3aKOuomHnwAkAow,d8lmIZIqmBC9oPM8y1dc7Q
---1lKK3aKOuomHnwAkAow,02Ycww2etUAxorZb5gIM8Q
---1lKK3aKOuomHnwAkAow,UYop9KYT-_mJsc2bcH83jw
---1lKK3aKOuomHnwAkAow,VBcmyBxAPcpzbbnPbFfttA
---1lKK3aKOuomHnwAkAow,oSS4sjOEjsubAKdTuAErfw
---1lKK3aKOuomHnwAkAow,XrcB7Of1KfHlkeXYpHLIrw
---1lKK3aKOuomHnwAkAow,mgc8BmE6Tdt4MVOy6siZoA
---1lKK3aKOuomHnwAkAow,GXDRFAunLh0aRao6ERnM4A
---1lKK3aKOuomHnwAkAow,ud45YT67UCbtNfRxNeR2Yg
---1lKK3aKOuomHnwAkAow,9xjAQ9VlK6e46xy_iLzXqg
---1lKK3aKOuomHnwAkAow,86Cq7KrcFUo1LGtNORfo1w
---1lKK3aKOuomHnwAkAow,zWo2a6QPIuC-sSJURJ02Hw
---1lKK3aKOuomHnwAkAow,Pe9kznAqPNFOZ6Ly1qmE0A
---1lKK3aKOuomHnwAkAow,qtZ50TWkfNS2UtLLuD1m8Q
---1lKK3aKOuomHnwAkAow,6OkjUz-I552moryf3qN1Gg
---1lKK3aKOuomHnwAkAow,UQTKPKEzm6513DknF7Scqg
---1lKK3aKOuomHnwAkAow,NS8ECwXYwxy3WT2y2BYGBA
---1lKK3aKOuomHnwAkAow,wkUVdJTeWQiY7U-gOOMYWQ
---1lKK3aKOuomHnwAkAow,TkSIb5m9KXEBq2hViJwuXg
---1lKK3aKOuomHnwAkAow,jPsYewglXykobaR7F14Ykw
---1lKK3aKOuomHnwAkAow,G859H6xfAmVLxbzQgipuoA
---1lKK3aKOuomHnwAkAow,ZbHE1ZncONeH-q93GuVGdA
---1lKK3aKOuomHnwAkAow,66VUcHJlDmRANxSb9skvMA
---1lKK3aKOuomHnwAkAow,v6HupiIVNu5Ocdb0k_hppA
---1lKK3aKOuomHnwAkAow,ZrS5rhJ4OvXQG_38wPEWlA
---1lKK3aKOuomHnwAkAow,qE9yIXn2GQb2-4a_qOOKzg
---1lKK3aKOuomHnwAkAow,T-TES2u1IA2THb8uBhNdCA
---1lKK3aKOuomHnwAkAow,eoHdUeQDNgQ6WYEnP2aiRw
---1lKK3aKOuomHnwAkAow,rioQ_p2pILNbJ4Xp5jW6-Q
---1lKK3aKOuomHnwAkAow,NfIqgh7zrXLh39mRpZO0RQ
---1lKK3aKOuomHnwAkAow,a_ozcQNKgUOW4Lr0NQq4qg
---1lKK3aKOuomHnwAkAow,68jn0s0snbO5dhasLaVvDw
---1lKK3aKOuomHnwAkAow,a0v7Si0DK4cIko7AQY4YXg
---1lKK3aKOuomHnwAkAow,Gen0ei06dGq13OJ8DRXUjg
---1lKK3aKOuomHnwAkAow,93aPUKvmTH0TDIyAeMhRNw
---1lKK3aKOuomHnwAkAow,J4CATH00YZrq8Bne2S4_cw
---1lKK3aKOuomHnwAkAow,9M6eqYZlyBMo8K9QztXcIA
---1lKK3aKOuomHnwAkAow,hD03alkIFsIyoN2rszpeOw
---1lKK3aKOuomHnwAkAow,ACukMRSxEraQmQqjWsvKPQ
---1lKK3aKOuomHnwAkAow,QFPS9JBNdOOHVP0C3pSslw
---1lKK3aKOuomHnwAkAow,AbgNPAnuq8X90DUw5FQ2sQ
---1lKK3aKOuomHnwAkAow,XKPosZx2j4RHcZ8Ewdwj0A
---1lKK3aKOuomHnwAkAow,tDXQBKBKN-4kJnCL-BqRbA
---1lKK3aKOuomHnwAkAow,anzCdD5eIEHwydTpXhLlUA
---1lKK3aKOuomHnwAkAow,EhIMjTklf4QPvRvMIhoQiA
---1lKK3aKOuomHnwAkAow,FaHADZARwnY4yvlvpnsfGA
---1lKK3aKOuomHnwAkAow,x9SL1nCaUYM4JP91UrVkxQ
---1lKK3aKOuomHnwAkAow,vyEwNjo1MKKwt20Hcgr1dA
---1lKK3aKOuomHnwAkAow,frBAaI0FRj1BwnToT1AFZA
---1lKK3aKOuomHnwAkAow,DuMWyxL4DMcy5A8MXD_67w
---1lKK3aKOuomHnwAkAow,C-oKwqnAPa1KJZhMOox60w
---1lKK3aKOuomHnwAkAow,-YGQwikbX2fXUIjyegR7pw
---1lKK3aKOuomHnwAkAow,8rtd2ZoeNMHjCQQnWuZ-bQ
---1lKK3aKOuomHnwAkAow,X-b4-QvZLENnf3yFwhpSXQ
---1lKK3aKOuomHnwAkAow,r8Jr-7YfkhJL2nxk9lxUNg
---1lKK3aKOuomHnwAkAow,WMpXWa8iiEaDzb4vLTZjcw
---1lKK3aKOuomHnwAkAow,7ZOTARscTr3opn4qLbbnZw
---1lKK3aKOuomHnwAkAow,9IpKGHaPy3hhXo9g5Bt7lg
---1lKK3aKOuomHnwAkAow,NOz8W_cUV3Dw5yLgFkKLGw
---1lKK3aKOuomHnwAkAow,dLc1d1zwd1Teu2QED5TmlA
---1lKK3aKOuomHnwAkAow,bXCWON2Me0o86qvAb-XZPQ
---1lKK3aKOuomHnwAkAow,l_-4l8JwZbAn75Q1sfI7zQ
---1lKK3aKOuomHnwAkAow,VEFtI92ux6Q9PwMMrm0T-g
---1lKK3aKOuomHnwAkAow,5mu4SWwVTgNUXw0lWLaoZw
---1lKK3aKOuomHnwAkAow,20ib4z2Yo2wlfARFMcFwSQ
---1lKK3aKOuomHnwAkAow,sG3MhGiT3oSyzHdHLtWRyQ
---1lKK3aKOuomHnwAkAow,MTtI2bqoNHN_0m2cHbY2ug
---1lKK3aKOuomHnwAkAow,B_WggEKFq-ZFNui8CHPYvA
---1lKK3aKOuomHnwAkAow,oNn16x2Ubv60RAibmJ2uSA
---1lKK3aKOuomHnwAkAow,7mV10OWvWZlvQahmoBrKTw
---1lKK3aKOuomHnwAkAow,4GJc_Ls4f2uVptSfFQTL5g
---1lKK3aKOuomHnwAkAow,xuAY1qnAMrzkNyTd0K0Tcg
---1lKK3aKOuomHnwAkAow,RADloW1UROUn4FJFU4JJNg
---1lKK3aKOuomHnwAkAow,D3MfMrIoNV4_aXPj0bi1BQ
---1lKK3aKOuomHnwAkAow,3uOxuJUnx72b86-3NKhX0A
---1lKK3aKOuomHnwAkAow,uW6UHfONAmm8QttPkbMewQ
---1lKK3aKOuomHnwAkAow,6Eks3cn0UGUqQjXxXpSPDg
---1lKK3aKOuomHnwAkAow,rXKzE4Iraz7vGWovWW-aBA
---1lKK3aKOuomHnwAkAow,V_TxEdzeEs8P5nGPANOY7A
---1lKK3aKOuomHnwAkAow,m97jaBYRscg-hqDjMVIIWg
---1lKK3aKOuomHnwAkAow,9nTF596jDvBBia2EXXiOOg
---1lKK3aKOuomHnwAkAow,w8zw4-3Ns2M4CQxeW9Bszw
---1lKK3aKOuomHnwAkAow,bYGn37k0KgleABKMWgjnMw
---1lKK3aKOuomHnwAkAow,dJS3iH-odljqWS9MKEFsBA
---1lKK3aKOuomHnwAkAow,I3Saf0s5ybDKprYPPNWqtA
---1lKK3aKOuomHnwAkAow,liGn7sPOvUuy3kcwbhRkbA
---1lKK3aKOuomHnwAkAow,Q4WmBfRD6rcTSXVZqjKC5Q
---1lKK3aKOuomHnwAkAow,kRSTvmQaiWB2Dk5dhxat7g
---1lKK3aKOuomHnwAkAow,7q7qaGPUUCqMljdIGwzvFQ
---1lKK3aKOuomHnwAkAow,XS1Zx6GzjtKPKmhDuVw5Jg
---1lKK3aKOuomHnwAkAow,5xYk23lz0ktdMvzHtohymQ
---1lKK3aKOuomHnwAkAow,OoI3WUe4Xl86d53avy3oVA
---1lKK3aKOuomHnwAkAow,9SrZRDl7-ZfuENCo0DjfsQ
---1lKK3aKOuomHnwAkAow,enVV_GttZ2UYT3cxArtNWQ
---1lKK3aKOuomHnwAkAow,Dy99p5bWfr6g0UtlmPjDqg
---1lKK3aKOuomHnwAkAow,y0x795PyDX8JL_oyIaTUiQ
---1lKK3aKOuomHnwAkAow,aGiISkkcEhciE7LCj7MekA
---1lKK3aKOuomHnwAkAow,pomGBqfbxcqPv14c3XH-ZQ
---1lKK3aKOuomHnwAkAow,sAXy1yJRLllTm5WrJbJGAA
---1lKK3aKOuomHnwAkAow,E-wETrdq1uImd6lX6x8Qxw
---1lKK3aKOuomHnwAkAow,f5O7v_X_jCg2itqacRfxhg
---1lKK3aKOuomHnwAkAow,Vs7gc9EE3k9wARuUcN9piA
---1lKK3aKOuomHnwAkAow,Kvm-YTwOrexgqxZ25CRi-w
---1lKK3aKOuomHnwAkAow,POJL-N7Smw1UZMP_xldFwg
---1lKK3aKOuomHnwAkAow,Av0k1bRSDC9UjVoQXQaZYA
---1lKK3aKOuomHnwAkAow,XBbuCmvFnfFd8JdQz4IvqQ
---1lKK3aKOuomHnwAkAow,T70pMoTP008qYLsIvFCXdQ
---1lKK3aKOuomHnwAkAow,0jHZk9RrKh0uRhTRW1XIqQ
---1lKK3aKOuomHnwAkAow,VnZ7QP7OnJD8dJIFk91-Yw
---1lKK3aKOuomHnwAkAow,WXd7r6Yvjxhyo1L6R3lQMA
---1lKK3aKOuomHnwAkAow,ejcVeQztxXY6NX2O2SE0Rw
---1lKK3aKOuomHnwAkAow,o6-VStvJVzpdcfdsyfe9qg
---1lKK3aKOuomHnwAkAow,slx9qstc2U2Tc4s7dzbbBg
---1lKK3aKOuomHnwAkAow,mnI_n7A8sxgOSmtgI3wzQQ
---1lKK3aKOuomHnwAkAow,EIeU3coTP9V2qcmHhr60Yw
---1lKK3aKOuomHnwAkAow,zKqWjDZHo-lk7_E3hHkORg
---1lKK3aKOuomHnwAkAow,3OKwP3ylofhDJDtWJQu5GQ
---1lKK3aKOuomHnwAkAow,BHWIl_wI7P58JrODocBjkg
---1lKK3aKOuomHnwAkAow,Z5L-jOexcqCXfXWTIWnYlw
---1lKK3aKOuomHnwAkAow,CQk3WJtULz_xOkUM6o7wpQ
---1lKK3aKOuomHnwAkAow,WAvBDsUGa_nzmcwfc42Qng
---1lKK3aKOuomHnwAkAow,GIlFumyLyrKu-3xA_xZNQg
---1lKK3aKOuomHnwAkAow,FaGtI6jCKR650CiERd0Q_w
---1lKK3aKOuomHnwAkAow,E7Heu5iT3D1WsfxlFROgEA
---1lKK3aKOuomHnwAkAow,z15C-dJodOlPO8bMBl6F8g
---1lKK3aKOuomHnwAkAow,DxgSVufr_6y_Rc63CC17Zg
---1lKK3aKOuomHnwAkAow,mmMihsgFSb_7fp5rAXiW_A
---1lKK3aKOuomHnwAkAow,RQu_Bv7EFf5NKMnh_3E7Ag
---1lKK3aKOuomHnwAkAow,fg9Pwv9jDwZz0L02nJtGVA
---1lKK3aKOuomHnwAkAow,nRo8ZR3UO1Kt6XwIMbMy1w
---1lKK3aKOuomHnwAkAow,364hhL5st0LV16UcBHRJ3A
---1lKK3aKOuomHnwAkAow,iRwT2pBa87Y54q8nqfNAzw
---1lKK3aKOuomHnwAkAow,TkvzXqOKLqVTCrHG5GSEuQ
---1lKK3aKOuomHnwAkAow,r388dQHh4aYgmY6JCThYUQ
---1lKK3aKOuomHnwAkAow,Dol1dv_P7yuIqy5b_-3qwA
---1lKK3aKOuomHnwAkAow,LPnbHWVedn2oX3WGkHOJSQ
---1lKK3aKOuomHnwAkAow,eCeFBHucdjbZkJlry8EALw
---1lKK3aKOuomHnwAkAow,kwjjDjQXgw08ehpjy9ldoA
---1lKK3aKOuomHnwAkAow,W035pMPJuocijd0BLfHaiw
---1lKK3aKOuomHnwAkAow,Kn23LDd740SBVJ7mum0fwg
---1lKK3aKOuomHnwAkAow,hggVnGwA5042-ABxqeJX-A
---1lKK3aKOuomHnwAkAow,2hgN9BGgenv8mZ0A8ybhGQ
---1lKK3aKOuomHnwAkAow,3ViGD_AF1AUmxF4zeHB_kQ
---1lKK3aKOuomHnwAkAow,T8-13dD8mV2qUI53wsUL6g
---1lKK3aKOuomHnwAkAow,u-3wk-2mnsjy0YIoEg_XjQ
---1lKK3aKOuomHnwAkAow,sKA6EOpxvBtCg7Ipuhl1RQ
---1lKK3aKOuomHnwAkAow,8tMy7yEeNVYylVVFRlPmdQ
---1lKK3aKOuomHnwAkAow,6W3hdaCjx_n1kADEuORduA
---1lKK3aKOuomHnwAkAow,YkOCo5ipV2he2WXIAlZb-A
---1lKK3aKOuomHnwAkAow,kPV1DlXSkcXY5G8r2LLmEA
---1lKK3aKOuomHnwAkAow,raOX2DM3BHjkdOy41BGFJw
---1lKK3aKOuomHnwAkAow,906qsOYOdCxUHhJm5T5YrQ
---1lKK3aKOuomHnwAkAow,TDtggQc6j_HjmQXS5QjzeA
---1lKK3aKOuomHnwAkAow,VOAO6ip7GwK4McQZbRa60g
---1lKK3aKOuomHnwAkAow,bQ_wtZvMb__OhprY5bF9aQ
---1lKK3aKOuomHnwAkAow,nMUSAPBxlvR8PBPDEsV52g
---1lKK3aKOuomHnwAkAow,9p-cpmHaga-EXyc6ZzYCcQ
---1lKK3aKOuomHnwAkAow,0ptR21GHRuQ1MFtxGNcxzw
---1lKK3aKOuomHnwAkAow,J9yr8q9iFDwdkdrm0Y3GdA
---1lKK3aKOuomHnwAkAow,8YG7PRoZuHeKii0rtNvJFQ
---1lKK3aKOuomHnwAkAow,cUwNW5NEua_yMcAx-X2sMg
---1lKK3aKOuomHnwAkAow,5KcrEqWVHrkBH9W8H6cC9w
---1lKK3aKOuomHnwAkAow,kJ34esV7NSbnLZeYzx4Rug
---1lKK3aKOuomHnwAkAow,E8JxHzlUrwio8gxV9k8a9Q
---1lKK3aKOuomHnwAkAow,y0qIyD4Y1TzFjVo0LgFTiQ
---1lKK3aKOuomHnwAkAow,8HdiVkuvU_uRsJug52g7Wg
---1lKK3aKOuomHnwAkAow,ZZF5iqlKFBWJSGSZzWHMzA
---1lKK3aKOuomHnwAkAow,fThrN4tfupIGetkrz18JOg
---1lKK3aKOuomHnwAkAow,67Pa_CtXthgJzXfY8JzLDQ
---1lKK3aKOuomHnwAkAow,-JFVxwdVQfX207554dx1nw
---1lKK3aKOuomHnwAkAow,O8SuwP1Cguu8-dos_8ibNg
---1lKK3aKOuomHnwAkAow,ikglIr6lytozzOh9KFqurQ
---1lKK3aKOuomHnwAkAow,0KjY3gmtqQjc4sK-uG-6fQ
---1lKK3aKOuomHnwAkAow,8xCiibfgqy-8xpCWEaguqg
---1lKK3aKOuomHnwAkAow,HRRQeHMo7VN53b9isQ_qdA
---1lKK3aKOuomHnwAkAow,8mx_TpMhpFLdQi_K5aPdOg
---1lKK3aKOuomHnwAkAow,An_U8woQkFVsMqVblkImZQ
---1lKK3aKOuomHnwAkAow,i0rVOregYLFcp7C1RKoE3g
---1lKK3aKOuomHnwAkAow,xiNBWLfditvEZ_GAbGUbCw
---1lKK3aKOuomHnwAkAow,rTS8LsUmNIiXsXydE49tPA
---1lKK3aKOuomHnwAkAow,kfP2LXyH1misyw3wHEOneA
---1lKK3aKOuomHnwAkAow,TFDT0ueZ3b3uyyMzhJFHTA
---1lKK3aKOuomHnwAkAow,JW0563rcbzqvCVIoXOagQQ
---1lKK3aKOuomHnwAkAow,YU2XR_ZY-g2VzDpi7KMzEw
---1lKK3aKOuomHnwAkAow,AuIiqDeL65kczmiFSkAWrA
---1lKK3aKOuomHnwAkAow,PAJlmByrU8zAB3WsXxA30Q
---1lKK3aKOuomHnwAkAow,iA8Ve2sZKN5Vz3mYKrtCaQ
---1lKK3aKOuomHnwAkAow,mvLdgkwBzqllHWHwS-ZZgQ
---1lKK3aKOuomHnwAkAow,8xTuXU5uZ85WF-ZGqDNv_w
---1lKK3aKOuomHnwAkAow,47guZqFjz2V5TJcdtvooJw
---1lKK3aKOuomHnwAkAow,-kyvpeXIuQDKIYDkAK7ryw
---1lKK3aKOuomHnwAkAow,Q3nButmAU4F-v55S5I3vEw
---1lKK3aKOuomHnwAkAow,Wg9272hxpu9IBTXMTB6EeQ
---1lKK3aKOuomHnwAkAow,476CROJauLg6CtssqHRxmA
---1lKK3aKOuomHnwAkAow,NdgsBrZKSsmCNBDfj_0L0A
---1lKK3aKOuomHnwAkAow,vgA3g9yQDQSABsxmQLtDkQ
---1lKK3aKOuomHnwAkAow,ik0y2ZYiMQBVQsyDDyOzfw
---1lKK3aKOuomHnwAkAow,4BBda3yy_8GXGmYLcgggHw
---1lKK3aKOuomHnwAkAow,VyjyHoBg3KC5BSFRlD0ZPQ
---1lKK3aKOuomHnwAkAow,k3fn9JFiNLNy2q5p0cE1kg
---1lKK3aKOuomHnwAkAow,jYqOPpSmtKbKzf0Z_g-Oyg
---1lKK3aKOuomHnwAkAow,4JNXUYY8wbaaDmk3BPzlWw
---1lKK3aKOuomHnwAkAow,T3ASfec34b8-uYr3xZj8Lw
---1lKK3aKOuomHnwAkAow,gJhKRTcfOA-Gn1_R-j-F0w
---1lKK3aKOuomHnwAkAow,7HIa2lYy5jgcZuADlRjKSg
---1lKK3aKOuomHnwAkAow,yQab5dxZzgBLTEHCw9V7_w
---1lKK3aKOuomHnwAkAow,i3PXMoEBODGkxKFYF3a9cA
---1lKK3aKOuomHnwAkAow,slVkMoNTCGI2rOhMaL5u5A
---1lKK3aKOuomHnwAkAow,5CJL_2-XwCGBmOav4mFdYg
--2vR0DIsmQ6WfcSzKWigw,uhb7nSskHRm5RFbGkGlGwQ
--2vR0DIsmQ6WfcSzKWigw,5P2cIEeY8YJ0xDIfSgeXWg
--2vR0DIsmQ6WfcSzKWigw,iSQwKRrLYYi-dI2PpJmJJg
--2vR0DIsmQ6WfcSzKWigw,QW6YN-F4ikGWzEey8yi-OQ
--2vR0DIsmQ6WfcSzKWigw,rgohunOzrrrgdZcxkQzCgQ
--2vR0DIsmQ6WfcSzKWigw,zwNC-Ow4eIMan2__bS9-rg
--2vR0DIsmQ6WfcSzKWigw,QNM7f0i2lW8cuJDQmqF9QQ
--2vR0DIsmQ6WfcSzKWigw,qABb9Wzdn51VcNHdp_Qhpg
--2vR0DIsmQ6WfcSzKWigw,pApj2g2hbXEJfp0-Ib6oVw
--2vR0DIsmQ6WfcSzKWigw,RMekqD2-hGWHCjXYvp7CSg
--2vR0DIsmQ6WfcSzKWigw,n5yuDcNR0OygR1wkrvsUhA
--2vR0DIsmQ6WfcSzKWigw,v1AE1LLWDOqe8ubOzqKADg
--2vR0DIsmQ6WfcSzKWigw,E0vZWNBWe-LwdECQFIjnug
--2vR0DIsmQ6WfcSzKWigw,3uIXuw878fNjxZ2Li1diFg
--2vR0DIsmQ6WfcSzKWigw,cYwJA2A6I12KNkm2rtXd5g
--2vR0DIsmQ6WfcSzKWigw,CAxHrXoPrbf0e0AYFPhv6g
--2vR0DIsmQ6WfcSzKWigw,bCa0CY4F74N5lCEVOquKkg
--2vR0DIsmQ6WfcSzKWigw,3n685UjMonF4fjBcILXkJg
--2vR0DIsmQ6WfcSzKWigw,DUeqWfBI90UBR6xSYQO3uw
--2vR0DIsmQ6WfcSzKWigw,wl6w2VNMA4g6O9lu7kTvFA
--2vR0DIsmQ6WfcSzKWigw,lhjUxj7lw5f4oAA8ml3Zlw
--2vR0DIsmQ6WfcSzKWigw,yiU-3I-amn5_ACEzuWHglw
--2vR0DIsmQ6WfcSzKWigw,JK_DiDwbl7HX5OhCAh3h4g
--2vR0DIsmQ6WfcSzKWigw,FnNbl49xnN5RkBDk_8muAw
--2vR0DIsmQ6WfcSzKWigw,jR_p2I8h6w5lpf6GWk9Dzg
--2vR0DIsmQ6WfcSzKWigw,C9ImzBi5fn742ZcAYDww2A
--2vR0DIsmQ6WfcSzKWigw,F5dC0aA2DIGt9bJb3AJSNw
--2vR0DIsmQ6WfcSzKWigw,6YGQcH6v5ndd-Q4ovVRLDQ
--2vR0DIsmQ6WfcSzKWigw,EHmyiM2J7MK2RoEQ-JO0sw
--2vR0DIsmQ6WfcSzKWigw,XD5yy714NkCMpzO4tnQF4A
--2vR0DIsmQ6WfcSzKWigw,TQFeyV5Ll449uQd3JprHcg
--2vR0DIsmQ6WfcSzKWigw,qrPbFiwRT5F_4HLHZVL26Q
--2vR0DIsmQ6WfcSzKWigw,JEXasd9XUHFbt_fIdmdK8g
--2vR0DIsmQ6WfcSzKWigw,D87tFO-R6U8f4-e0r4Zq_g
--2vR0DIsmQ6WfcSzKWigw,0sPOBQHlVvuhO1h-1p1ccQ
--2vR0DIsmQ6WfcSzKWigw,ZYEZXe0gyTIFT9Is_iywKw
--2vR0DIsmQ6WfcSzKWigw,Gt4z3AylNTsEPDkzkaC7HA
--2vR0DIsmQ6WfcSzKWigw,u_vPjx925UPEG9DFOAAvFQ
--2vR0DIsmQ6WfcSzKWigw,JePoHo0qm7lHd2Nsg3zA3w
--2vR0DIsmQ6WfcSzKWigw,-zIfBZBAgjy_C7cIF8iTlA
--2vR0DIsmQ6WfcSzKWigw,FkJTuuqeJL4jHi2FojX_fg
--2vR0DIsmQ6WfcSzKWigw,wNdTKpis6nxehbaZP0XwJg
--2vR0DIsmQ6WfcSzKWigw,yFRrz_OtEBadfakpf9bxoA
--2vR0DIsmQ6WfcSzKWigw,JxSmlL_MckX0dvS5XBg0Cg
--2vR0DIsmQ6WfcSzKWigw,RshUhfxSaLJN421LlEgwnA
--2vR0DIsmQ6WfcSzKWigw,DNSDAtD6uxQkoZkQe2v4ew
--2vR0DIsmQ6WfcSzKWigw,f2sipaWcMJFr80-Mzf5x6Q
--2vR0DIsmQ6WfcSzKWigw,RJZK4XXMXYcu9NeLOWMP5A
--2vR0DIsmQ6WfcSzKWigw,i4SZYnZOM984FpkJXnzcvw
--2vR0DIsmQ6WfcSzKWigw,bvow46stEejfxnnqEKTAyQ
--2vR0DIsmQ6WfcSzKWigw,VRwT0pscR5vESCrAnUpNwQ
--2vR0DIsmQ6WfcSzKWigw,skJ-AlN0DT9pmBDz0ixeJw
--2vR0DIsmQ6WfcSzKWigw,b1WGIdd_oSwGYZtC769Shw
--2vR0DIsmQ6WfcSzKWigw,YkWT4n-pPDlPJKfkfXVL1w
--2vR0DIsmQ6WfcSzKWigw,-CHzSNANra-TCIWYFfpR0Q
--2vR0DIsmQ6WfcSzKWigw,uANuB3YVqjRWychfyhXJvA
--2vR0DIsmQ6WfcSzKWigw,EZrkg2mrQLGaXdsiuRnBgQ
